,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
7143,사랑/Noun,하다/Verb,커피/Noun,향/Noun,진하다/Adjective,오히려/Noun,충돌/Noun,하다/Verb,데/Noun,은은하다/Adjective,오히려/Noun,자다/Verb,어울리다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,분위기/Noun,음악/Noun,너무/Adverb,좋다/Adjective,디저트/Noun,저렴하다/Adjective,편/Noun,거/Noun,같다/Adjective,또/Noun,방문/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,시간/Noun,늦다/Verb,포장/Noun,하다/Verb,먹다/Verb,그렇지만/Conjunction,매장/Noun,스틱/Noun,감성/Noun,너무/Adverb,예쁘다/Adjective,다음/Noun,방문/Noun,하다/Verb,홀/Noun,먹다/Verb,싶다/Verb,디저트/Noun,전체/Noun,맛/Noun,진하다/Adjective,커피/Noun,같이/Adverb,먹다/Verb,더/Noun,좋다/Adjective,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,시기/Noun,디저트/Noun,조금씩/Adverb,달라/Noun,가격/Noun,쪼금/Noun,비싸다/Adjective,생각/Noun,하다/Verb,수/Noun,있다/Adjective,비싸다/Adjective,만큼/Noun,디저트/Noun,퀄리티/Noun,따르다/Verb,주다/Verb,생각/Noun,하다/Verb,분위기/Noun,픽/Noun,하다/Verb,좋다/Adjective,친구/Noun,때때로/Adverb,가다/Verb,카페/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,말차/Noun,파운드/Noun,꼭/Noun,먹어주다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,내부/Noun,인테리어/Noun,아기자기하다/Adjective,감성/Noun,있다/Adjective,너무/Adverb,좁다/Adjective,옆/Noun,테이블/Noun,이야기/Noun,다/Adverb,들다/Verb,수/Noun,있다/Adjective,케이크/Noun,선물/Noun,용/Noun,사다/Verb,친구/Noun,엄청/Adverb,맛있다/Adjective,먹다/Verb,제/Noun,취향/Noun,아니다/Adjective,근데/Adverb,케이크/Noun,고급스럽다/Adjective,예쁘다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,원/Noun,가격/Noun,디저트/Noun,퀄리티/Noun,많이/Adverb,낮다/Adjective,우리나라/Noun,디저트/Noun,집/Noun,원고/Noun,위로/Noun,받다/Verb,곳/Noun,중/Noun,그/Noun,가격/Noun,주다/Verb,만족하다/Adjective,집/Noun,거의/Noun,못/Noun,보다/Verb,듯/Noun,얼마나/Noun,고급/Noun,재료/Noun,만들다/Verb,모르다/Verb,그냥/Noun,인스턴트/Noun,과자/Noun,사이/Noun,체리/Noun,끼우다/Verb,넣다/Verb,맛/Noun,이/Determiner,랄/Noun,끄다/Verb,일본/Noun,유명/Noun,제과점/Noun,나서다/Verb,먹다/Verb,디저트/Noun,가격/Noun,천/Noun,원/Noun,더/Noun,싸다/Verb,고급/Noun,진/Noun,맛/Noun,있다/Adjective,재료/Noun,하나/Noun,하나/Noun,정성/Noun,들이다/Verb,티/Noun,나다/Verb,여기/Noun,,,,,,,,,,,,
7151,특별하다/Adjective,날/Noun,또는/Adverb,맛있다/Adjective,디저트/Noun,먹다/Verb,싶다/Verb,때/Noun,찾아오다/Verb,제/Noun,먹다/Verb,보다/Verb,디저트/Noun,중/Noun,제일/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,여기다/Verb,정말/Noun,너무/Adverb,맛있다/Adjective,이/Noun,가격/Noun,이/Noun,정도/Noun,퀄리티/Noun,케이크/Noun,먹다/Verb,수/Noun,없다/Adjective,뭘/Noun,사/Noun,먹다/Verb,다/Adverb,맛있다/Adjective,기분/Noun,좋아지다/Verb,싶다/Verb,날/Noun,오다/Verb,카페/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,가격/Noun,좀/Noun,있다/Adjective,생각/Noun,하다/Verb,맛/Noun,보고/Noun,수긍/Noun,하다/Verb,되어다/Verb,이렇게/Adverb,맛있다/Adjective,그/Noun,정도/Noun,낼/Noun,수/Noun,있다/Adjective,이/Determiner,스파/Noun,슈/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,맛있다/Adjective,테이크아웃/Noun,자주/Noun,먹다/Verb,처음/Noun,앉다/Verb,먹다/Verb,음료/Noun,맛있다/Adjective,다만/Noun,너무/Adverb,좁다/Adjective,조명/Noun,넘다/Verb,덥다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,포근하다/Adjective,언덕/Noun,보이다/Verb,나무/Noun,창문/Noun,정말/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,자리/Noun,간/Noun,격/Noun,너무/Adverb,좁다/Adjective,모르다/Verb,사람/Noun,다닥다닥/Adverb,붙다/Verb,앉다/Verb,함/Noun,옆/Noun,시끄럽다/Adjective,사람/Noun,앉다/Verb,귀/Noun,터지다/Verb,인/Noun,석/Noun,테이블/Noun,하나/Noun,바자/Noun,미개/Noun,의자/Noun,개/Noun,명/Noun,못/Noun,앉다/Verb,바/Noun,앉다/Verb,반지하/Noun,뷰/Noun,강제/Noun,시청/Noun,웨이/Noun,팅/Noun,있다/Adjective,디저트/Noun,몇/Noun,개/Noun,시키다/Verb,시간/Noun,내/Noun,허겁지겁/Noun,먹다/Verb,나가야/Noun,함/Noun,공간/Noun,불편하다/Adjective,음식/Noun,맛/Noun,묻다/Verb,버리다/Verb,카페/Noun,,,,,,,,,,,,,,,,,,,,
7157,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,여기다/Verb,정말/Noun,너무/Adverb,맛있다/Adjective,이/Noun,가격/Noun,이/Noun,정도/Noun,퀄리티/Noun,케이크/Noun,먹다/Verb,수/Noun,없다/Adjective,뭘/Noun,사/Noun,먹다/Verb,다/Adverb,맛있다/Adjective,기분/Noun,좋아지다/Verb,싶다/Verb,날/Noun,오다/Verb,카페/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,가격/Noun,좀/Noun,있다/Adjective,생각/Noun,하다/Verb,맛/Noun,보고/Noun,수긍/Noun,하다/Verb,되어다/Verb,이렇게/Adverb,맛있다/Adjective,그/Noun,정도/Noun,낼/Noun,수/Noun,있다/Adjective,이/Determiner,스파/Noun,슈/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,맛있다/Adjective,테이크아웃/Noun,자주/Noun,먹다/Verb,처음/Noun,앉다/Verb,먹다/Verb,음료/Noun,맛있다/Adjective,다만/Noun,너무/Adverb,좁다/Adjective,조명/Noun,넘다/Verb,덥다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,포근하다/Adjective,언덕/Noun,보이다/Verb,나무/Noun,창문/Noun,정말/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,자리/Noun,간/Noun,격/Noun,너무/Adverb,좁다/Adjective,모르다/Verb,사람/Noun,다닥다닥/Adverb,붙다/Verb,앉다/Verb,함/Noun,옆/Noun,시끄럽다/Adjective,사람/Noun,앉다/Verb,귀/Noun,터지다/Verb,인/Noun,석/Noun,테이블/Noun,하나/Noun,바자/Noun,미개/Noun,의자/Noun,개/Noun,명/Noun,못/Noun,앉다/Verb,바/Noun,앉다/Verb,반지하/Noun,뷰/Noun,강제/Noun,시청/Noun,웨이/Noun,팅/Noun,있다/Adjective,디저트/Noun,몇/Noun,개/Noun,시키다/Verb,시간/Noun,내/Noun,허겁지겁/Noun,먹다/Verb,나가야/Noun,함/Noun,공간/Noun,불편하다/Adjective,음식/Noun,맛/Noun,묻다/Verb,버리다/Verb,카페/Noun,,,,,,,,,,,,,,,,,,,,
7163,대지/Noun,기운/Noun,차분하다/Adjective,템포/Noun,심심하다/Adjective,음식/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,원/Noun,원/Noun,가격/Noun,비다/Verb,너무/Adverb,적다/Verb,양/Noun,특출나다/Adjective,않다/Verb,맛/Noun,비건/Noun,음식/Noun,처음/Noun,먹다/Verb,보다/Verb,친구/Noun,비건/Noun,요리/Noun,이렇게/Adverb,다/Adverb,특별하다/Adjective,맛없다/Adjective,슴슴/Noun,거구/Noun,하다/Verb,생각/Noun,하다/Verb,하다/Verb,너무/Adverb,속상하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,직원/Noun,태도/Noun,망원/Noun,시장/Noun,물가/Noun,너무/Adverb,저렴하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,음식점/Noun,취지/Noun,좋다/Adjective,건강하다/Adjective,재료/Noun,사용/Noun,하다/Verb,음식/Noun,만들다/Verb,것/Noun,환경/Noun,생각/Noun,포장/Noun,방식/Noun,채택/Noun,것/Noun,지지/Noun,하다/Verb,그런데/Conjunction,다시/Noun,가다/Verb,싶다/Verb,않다/Verb,음식/Noun,주문/Noun,문/Noun,열다/Verb,나가다/Verb,때/Noun,퉁/Noun,태도/Noun,무엇/Noun,여쭈다/Verb,보기/Noun,망설이다/Verb,하다/Verb,더/Noun,좋다/Adjective,음식/Noun,문화/Noun,위해/Noun,만들다/Verb,놓다/Verb,다른/Noun,음식점/Noun,차별/Noun,점/Noun,다른/Noun,손님/Noun,당연하다/Adjective,않다/Verb,손님/Noun,부디/Noun,,,,,,,,,,,,,,,,,,,,,
7169,평소/Noun,자극/Noun,않다/Verb,먹다/Verb,비건/Noun,하다/Verb,자극/Noun,않다/Verb,거란/Noun,생각/Noun,카레/Noun,시키다/Verb,짜다/Verb,맵다/Adjective,요/Modifier,입/Noun,얼얼하다/Adjective,맛/Noun,요/Noun,근래/Noun,먹다/Verb,것/Noun,중/Noun,가장/Noun,자극/Noun,맛/Noun,이다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,홍대/Noun,쪽/Noun,멀다/Adjective,절대/Noun,안/Noun,가다/Verb,수차/Noun,때문/Noun,가끔/Noun,갈다/Verb,고민/Noun,하다/Verb,요/Modifier,수/Noun,카라/Noun,최고/Noun,제/Noun,발/Noun,없어지다/Verb,말/Noun,줄다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,맛있다/Adjective,요/Noun,출처/Noun,정확하다/Adjective,좋다/Adjective,재료/Noun,사용/Noun,하다/Verb,이/Noun,정도/Noun,맛/Noun,가격/Noun,이면/Noun,정말/Noun,훌륭하다/Adjective,생각/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,직원/Noun,태도/Noun,때문/Noun,속이다/Verb,얹히다/Verb,분위기/Noun,불편하다/Adjective,먹다/Verb,있다/Adjective,게도/Eomi,대체/Noun,무슨/Noun,맛/Noun,인지도/Noun,자다/Verb,모르다/Verb,내내/Noun,불편하다/Adjective,처음/Noun,방문/Noun,곳/Noun,자다/Verb,모르다/Verb,좀/Noun,허둥대다/Verb,짜증/Noun,나다/Verb,귀찮다/Adjective,태도/Noun,냉랭하다/Adjective,응대/Noun,하다/Verb,그리고/Conjunction,음식/Noun,안/Noun,가져가다/Verb,다른/Noun,테이블/Noun,손님/Noun,화/Noun,내/Determiner,듯/Noun,번/Noun,손님/Noun,하다/Verb,큰소리치다/Verb,거/Noun,보고/Noun,놀라다/Verb,친절하다/Adjective,서비스/Noun,바라다/Verb,,,,,,,,,,,,,,,,,,,,,,
7173,따뜻하다/Adjective,편안하다/Adjective,분위기/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,재/Noun,오픈/Noun,하다/Verb,대요/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,냠냠/Adverb,여름/Noun,백반/Noun,너무/Adverb,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,분위기/Noun,좋다/Adjective,비건/Noun,아이스크림/Noun,소/Noun,다/Adverb,카/Noun,레짱/Noun,맛/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,서비스/Noun,뛰어나다/Adjective,하다/Verb,건/Noun,아니다/Adjective,손님/Noun,기분/Noun,상하/Noun,하다/Verb,것/Noun,아니다/Adjective,듯/Noun,식당/Noun,청결/Noun,위생/Noun,상태/Noun,의심스럽다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,스태프/Noun,태도/Noun,매우/Noun,별로/Noun,한참/Noun,주문/Noun,받다/Verb,오지/Noun,않다/Verb,카운터/Noun,가다/Verb,그/Determiner,제/Noun,서다/Verb,옵니다/Eomi,맛/Noun,별로/Noun,비건/Noun,다/Adverb,이렇게/Adverb,맛없다/Adjective,거/Noun,아니다/Adjective,여기/Noun,맛보다/Verb,실망하다/Adjective,말다/Verb,이렇다/Adjective,퀄리티/Noun,집/Noun,만들다/Verb,거/Noun,덜하다/Adjective,덜하다/Adjective,원/Noun,넘다/Verb,가격/Noun,부합/Noun,하다/Verb,않다/Verb,생각/Noun,하다/Verb,그나마/Adverb,디저트/Noun,식사/Noun,메뉴/Noun,양호/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,야채/Noun,맛/Noun,원하다/Adjective,야채/Noun,가게/Noun,원/Noun,들다/Verb,가다/Verb,올리브유/Noun,소금/Noun,살짝/Noun,뿌리다/Verb,들다/Verb,가격/Noun,음식/Noun,들이다/Verb,공/Noun,생각/Noun,하다/Verb,적절하다/Adjective,생각/Noun,하다/Verb,열심히/Adverb,요리/Noun,요리/Noun,안/Noun,하다/Verb,듯/Noun,요리/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,가볍다/Adjective,건강하다/Adjective,맛/Noun,좋다/Adjective,비건/Noun,식당/Noun,그래서/Adverb,입/Noun,안/Noun,맞다/Verb,줄/Noun,알다/Verb,오히려/Noun,자극/Noun,않다/Verb,음식/Noun,먹다/Verb,편안하다/Adjective,느낌/Noun,들다/Verb,것/Noun,같다/Adjective,오픈/Noun,키친/Noun,분위기/Noun,있다/Adjective,따뜻하다/Adjective,느낌/Noun,들다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,본인/Noun,비건/Noun,비건/Noun,삶/Noun,산다/Noun,하다/Verb,마치/Noun,대단하다/Adjective,영웅/Noun,성인/Noun,자라/Noun,착각/Noun,하다/Verb,건지다/Verb,아니다/Adjective,좀/Noun,유명하다/Adjective,비건/Noun,식당/Noun,일/Noun,다/Adverb,고/Noun,우쭐대다/Verb,건지다/Verb,공간/Noun,찾다/Verb,준/Noun,손님/Noun,대하/Noun,태도/Noun,동물/Noun,환경/Noun,사랑/Noun,하다/Verb,눈곱/Noun,도/Noun,존중/Noun,없다/Adjective,듯/Noun,아무리/Adverb,대단하다/Adjective,가치/Noun,담다/Verb,음식/Noun,내다/Verb,하다/Verb,도/Noun,지금/Noun,이/Noun,순간/Noun,눈앞/Noun,있다/Adjective,어떻다/Adjective,존재/Noun,진심/Noun,사랑/Noun,친/Noun,,,,,,,,,,,,,,,,,
7184,카레/Noun,너무/Adverb,맛있다/Adjective,여자/Noun,운영/Noun,하다/Verb,깨끗하다/Adjective,비건/Noun,음식점/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,시즌/Noun,별로/Noun,바뀌다/Verb,아이스크림/Noun,차다/Verb,맛있다/Adjective,거/Noun,같다/Adjective,특히/Adverb,고수/Noun,아이스크림/Noun,정말/Noun,여름/Noun,맛/Noun,같다/Adjective,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,와인/Noun,함께/Adverb,먹다/Verb,솔직하다/Adjective,음료/Noun,류/Noun,식사/Noun,함께/Adverb,하다/Verb,좀/Noun,비싸다/Adjective,느낌/Noun,들다/Verb,음료/Noun,맛/Noun,특별하다/Adjective,것/Noun,없다/Adjective,말/Noun,카페/Noun,고객/Noun,받다/Verb,객/Noun,단가/Noun,올리다/Verb,것/Noun,같다/Adjective,음식/Noun,주문/Noun,하다/Verb,땐/Noun,조금/Noun,할인/Noun,되다/Verb,좋다/Adjective,듯/Noun,하다/Verb,음식/Noun,맛/Noun,글쎄요/Noun,다시/Noun,찾다/Verb,가지다/Verb,않다/Verb,것/Noun,같다/Adjective,오믈렛/Noun,파스타/Noun,그런대로/Adverb,맛있다/Adjective,카레/Noun,정말/Noun,별로/Noun,특/Noun,,,,,,,,,,,,,,,,,,,,
7187,가게/Noun,분위기/Noun,재료/Noun,비건/Noun,관점/Noun,보다/Verb,좋다/Adjective,하다/Verb,구/Modifier,운/Noun,야채/Noun,카레/Noun,를/Noun,먹다/Verb,좋다/Adjective,재료/Noun,써다/Verb,야채/Noun,하나/Noun,하나/Noun,맛/Noun,좋다/Adjective,카레/Noun,맛/Noun,맛있다/Adjective,모르다/Verb,직원/Noun,시크/Noun,게/Noun,콘셉트/Noun,식당/Noun,가면/Noun,편안하다/Adjective,밥/Noun,먹다/Verb,수/Noun,있다/Adjective,분위기/Noun,중요하다/Adjective,생각/Noun,하다/Verb,되게/Adverb,불편하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,건강하다/Adjective,식/Noun,재료/Noun,만들다/Verb,하다/Verb,끼/Noun,식사/Noun,음료/Noun,맛보다/Verb,수/Noun,있다/Adjective,따다/Verb,듯/Noun,다정하다/Adjective,공간/Noun,오므라이스/Noun,담백하다/Adjective,자꾸/Noun,당기다/Verb,맛/Noun,카레/Noun,맛있다/Adjective,음료/Noun,케이크/Noun,맛있다/Adjective,건강하다/Adjective,음식/Noun,먹다/Verb,싶다/Verb,때/Noun,꼭/Noun,들다/Verb,다만/Noun,최근/Noun,음식/Noun,간이/Noun,세진/Noun,느낌/Noun,들어서다/Verb,좀/Noun,아쉽다/Adjective,모든/Noun,메뉴/Noun,비건/Noun,모르다/Verb,비건/Noun,메뉴/Noun,많다/Adjective,편이/Noun,채식/Noun,하다/Verb,친구/Noun,만날/Noun,때/Noun,꼭/Noun,,,,,,,,,,,,,,,,,,,
7189,맛있다/Adjective,가게/Noun,분위기/Noun,좋다/Adjective,다만/Noun,비싸다/Adjective,감/Noun,있다/Adjective,별/Noun,하나/Noun,깎다/Verb,습/Noun,당원/Noun,원정/Noun,면적/Noun,당하다/Adjective,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,맛있다/Adjective,맵/Noun,찌리/Noun,카레/Noun,넘다/Verb,움/Noun,그래도/Adverb,맛있다/Adjective,자다/Verb,먹다/Verb,분위기/Noun,너무/Adverb,좋다/Adjective,오픈/Noun,키친/Noun,맘/Noun,들다/Verb,요/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,분위기/Noun,란/Noun,맛/Noun,최고/Noun,외국/Noun,사람/Noun,많다/Adjective,외국/Noun,온/Noun,것/Noun,같다/Adjective,매우/Noun,만족/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,카페/Noun,메뉴/Noun,먹다/Verb,보다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,비싸다/Adjective,맛있다/Adjective,요/Noun,카레/Noun,최고/Noun,칙/Noun,피스/Noun,샐러드/Noun,맛있다/Adjective,친절하다/Adjective,않다/Verb,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,맛집/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,가격/Noun,대비/Noun,퀄리티/Noun,쏘다/Verb,쏘다/Verb,책상/Noun,의자/Noun,낮다/Adjective,매우/Noun,불편/Noun,소화/Noun,안/Noun,되다/Verb,줄/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,변치/Noun,않다/Verb,곳/Noun,로부터/Noun,종종/Noun,위로/Noun,받다/Verb,카레/Noun,오믈렛/Noun,늘/Noun,맛있다/Adjective,계절/Noun,제철/Noun,재료/Noun,사용/Noun,하다/Verb,만들다/Verb,요리/Noun,훌륭/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,분위기/Noun,맛/Noun,그리고/Conjunction,서비스/Noun,메뉴/Noun,정말/Noun,다양하다/Adjective,맛있다/Adjective,정성껏/Noun,만들다/Verb,요리/Noun,상처/Noun,받다/Verb,마음/Noun,치유/Noun,되다/Verb,시간/Noun,이다/Verb,너무/Adverb,감사하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,장점/Noun,맛/Noun,괜찮다/Adjective,단점/Noun,비건/Noun,메뉴/Noun,많다/Adjective,않다/Verb,직원/Noun,너무/Adverb,불친절하다/Adjective,주문/Noun,하니/Noun,준비/Noun,중이/Noun,거기/Noun,쓰이다/Verb,인원/Noun,많다/Adjective,의자/Noun,옮기다/Verb,하다/Verb,거기/Noun,앉다/Verb,안/Noun,돼다/Verb,재료/Noun,양/Noun,비다/Verb,높다/Adjective,가격/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,홍대/Noun,앞/Noun,오랜/Adverb,시간/Noun,변하다/Adjective,없다/Adjective,무엇/Noun,건강하다/Adjective,따스하다/Adjective,음식/Noun,음료/Noun,매력/Noun,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,정성스럽다/Adjective,제철/Noun,재료/Noun,정성/Noun,들이다/Verb,메뉴/Noun,나/Noun,정성/Noun,쏟다/Verb,싶다/Verb,때/Noun,찾다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,맛/Noun,있다/Adjective,담백하다/Adjective,맛/Noun,좋아하다/Adjective,불다/Verb,만족하다/Adjective,거/Noun,공간/Noun,구성/Noun,특이하다/Adjective,좋다/Adjective,가운데/Noun,키친/Noun,있다/Adjective,테이블/Noun,거길/Noun,둘러싸다/Verb,있다/Adjective,구조/Noun,그렇지만/Conjunction,메뉴/Noun,너무/Adverb,너무/Adverb,늦다/Verb,나오다/Verb,구/Modifier,성비/Noun,그리다/Verb,좋다/Adjective,곳/Noun,아니다/Adjective,듯/Noun,하다/Verb,하나/Noun,빼다/Verb,다음/Noun,요구르트/Noun,메뉴/Noun,먹다/Verb,보고/Noun,싶다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,비건/Noun,스타일/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,여기/Noun,자체/Noun,비건/Noun,식당/Noun,아니다/Adjective,왜/Noun,다비/Noun,건비/Noun,건/Noun,하다/Verb,지다/Verb,모르다/Verb,분위기/Noun,좋다/Adjective,먹다/Verb,만/Noun,하다/Verb,비건/Noun,정말/Noun,채식/Noun,계란/Noun,같다/Adjective,게/Noun,나오다/Verb,수가/Noun,없다/Adjective,맛/Noun,전체/Noun,심심하다/Adjective,편이/Noun,재료/Noun,본연/Noun,맛/Noun,즐기다/Verb,수/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
